Frame         Time          Elec          VdW           Total         
0             0             -663.282      -86.585       -749.867      
1             1             -598.884      -83.3984      -682.282      
2             2             -780.433      -81.5934      -862.026      
3             3             -419.916      -82.5498      -502.466      
4             4             -686.365      -63.9477      -750.313      
5             5             -546.858      -57.7334      -604.591      
6             6             -592.519      -53.9741      -646.493      
7             7             -912.608      -58.3001      -970.908      
8             8             -545.137      -58.8459      -603.983      
9             9             -615.447      -55.5919      -671.039      
10            10            -605.234      -57.6757      -662.909      
11            11            -584.184      -51.4999      -635.684      
12            12            -484.731      -57.8019      -542.533      
13            13            -520.717      -58.5573      -579.274      
14            14            -459.135      -48.3057      -507.44       
15            15            -531.089      -49.4549      -580.544      
16            16            -672.599      -50.2517      -722.851      
17            17            -589.928      -54.0471      -643.976      
18            18            -886.684      -61.1075      -947.791      
19            19            -679.679      -49.4494      -729.128      
20            20            -1008.35      -55.1604      -1063.52      
21            21            -456.91       -63.0831      -519.993      
22            22            -533.718      -62.4746      -596.193      
23            23            -598.081      -53.3879      -651.469      
24            24            -197.041      -51.7438      -248.785      
25            25            -541.288      -44.947       -586.235      
26            26            -634.32       -49.0319      -683.352      
27            27            -454.357      -54.1673      -508.524      
28            28            -674.038      -46.8009      -720.839      
29            29            -600.804      -40.0529      -640.857      
30            30            -574.483      -31.349       -605.832      
31            31            -681.31       -39.6488      -720.959      
32            32            -633.777      -45.0556      -678.832      
33            33            -674.528      -52.9459      -727.474      
34            34            -611.882      -43.7282      -655.611      
35            35            -491.453      -49.1831      -540.636      
36            36            -656.059      -49.1579      -705.216      
37            37            -440.801      -49.2626      -490.064      
38            38            -525.006      -34.1942      -559.201      
39            39            -473.622      -47.2175      -520.84       
40            40            -275.924      -41.8205      -317.745      
41            41            -382.167      -55.3219      -437.489      
42            42            -413.87       -40.4937      -454.364      
43            43            -286.524      -49.7227      -336.247      
44            44            -322.786      -52.2964      -375.082      
45            45            -438.673      -47.4588      -486.132      
46            46            -381.12       -44.2162      -425.336      
47            47            -310.968      -45.7392      -356.707      
48            48            -342.933      -49.7128      -392.646      
49            49            -325.113      -39.8873      -365          
50            50            -429.792      -46.7857      -476.578      
51            51            -343.533      -49.6114      -393.145      
52            52            -381.036      -53.7858      -434.821      
53            53            -478.175      -49.4081      -527.583      
54            54            -338.035      -31.295       -369.33       
55            55            -461.336      -54.383       -515.719      
56            56            -311.525      -43.1406      -354.666      
57            57            -446.969      -41.1846      -488.154      
58            58            -308.603      -45.7472      -354.35       
59            59            -341.911      -41.1167      -383.027      
60            60            -349.241      -46.7792      -396.021      
61            61            -322.284      -45.737       -368.022      
62            62            -187.326      -48.2894      -235.616      
63            63            -342.187      -47.2751      -389.462      
64            64            -414.451      -44.9736      -459.425      
65            65            -308.621      -44.213       -352.834      
66            66            -368.766      -45.7272      -414.493      
67            67            -372.695      -45.5447      -418.239      
68            68            -432.224      -42.3312      -474.555      
69            69            -558.808      -46.6027      -605.411      
70            70            -369.377      -45.1551      -414.532      
71            71            -281.669      -43.8249      -325.494      
72            72            -433.942      -37.481       -471.423      
73            73            -200.857      -40.2293      -241.087      
74            74            -270.793      -42.5022      -313.296      
75            75            -184.049      -43.5635      -227.613      
76            76            -318.113      -38.1637      -356.277      
77            77            -341.801      -41.0195      -382.821      
78            78            -199.001      -30.8589      -229.86       
79            79            -374.689      -34.409       -409.098      
80            80            -546.821      -38.4646      -585.286      
81            81            -284.914      -44.2062      -329.121      
82            82            -210.248      -43.7165      -253.965      
83            83            -574.071      -54.9441      -629.015      
84            84            -433.301      -52.9848      -486.286      
85            85            -487.757      -51.1172      -538.874      
86            86            -545.737      -54.2707      -600.007      
