Frame         Time          Elec          VdW           Total         
0             0             -324.478      -8.536        -333.014      
1             1             -310.703      -7.5716       -318.275      
2             2             -374.56       -5.9443       -380.505      
3             3             -342.21       -6.692        -348.902      
4             4             -335.526      -8.3085       -343.834      
5             5             -408.562      -4.5638       -413.126      
6             6             -438.501      -8.2885       -446.789      
7             7             -395.512      -3.7783       -399.291      
8             8             -440.993      -12.0079      -453.001      
9             9             -393.724      -9.3658       -403.089      
10            10            -394.208      -6.2269       -400.435      
11            11            -382.638      -5.6005       -388.238      
12            12            -379.271      -5.089        -384.36       
13            13            -390.126      -5.955        -396.081      
14            14            -395.543      -7.5263       -403.07       
15            15            -441.297      -7.3757       -448.673      
16            16            -355.086      -4.88         -359.966      
17            17            -324.667      -6.097        -330.764      
18            18            -316.013      -3.7585       -319.772      
19            19            -316.026      -6.5249       -322.551      
20            20            -346.71       -4.3659       -351.076      
21            21            -248.911      -2.6183       -251.529      
22            22            -303.462      -3.0714       -306.534      
23            23            -262.716      -2.1263       -264.842      
24            24            -277.488      -0.8305       -278.318      
25            25            -318.406      -1.5726       -319.979      
26            26            -299.396      -3.0805       -302.477      
27            27            -291.239      -5.6669       -296.906      
28            28            -345.475      -8.3158       -353.791      
29            29            -416.603      -7.5983       -424.202      
30            30            -386.978      -9.4496       -396.427      
31            31            -366.868      -10.6654      -377.534      
32            32            -402.505      -11.0137      -413.519      
33            33            -419.676      -9.782        -429.458      
34            34            -418.825      -6.4767       -425.301      
35            35            -359.194      -6.6312       -365.825      
36            36            -400.108      -5.1622       -405.27       
37            37            -376.966      -8.1946       -385.161      
38            38            -408.362      -10.0257      -418.388      
39            39            -363.164      -8.1084       -371.273      
40            40            -402.749      -11.788       -414.537      
41            41            -454.718      -8.3544       -463.072      
42            42            -443.134      -10.8037      -453.938      
43            43            -562.851      -9.6455       -572.497      
44            44            -544.785      -11.066       -555.851      
45            45            -520.512      -8.7141       -529.226      
46            46            -437.175      -10.3066      -447.482      
47            47            -452.686      -11.7484      -464.434      
