Frame         Time          Elec          VdW           Total         
0             0             -951.938      -106.261      -1058.2       
1             1             -906.459      -95.9374      -1002.4       
2             2             -831.975      -90.1852      -922.16       
3             3             -809.79       -79.854       -889.644      
4             4             -797.412      -97.6926      -895.105      
5             5             -799.124      -97.6629      -896.787      
6             6             -793.49       -91.9775      -885.467      
7             7             -804.914      -87.434       -892.348      
8             8             -863.888      -80.4132      -944.301      
9             9             -881.59       -81.2233      -962.813      
10            10            -712.241      -83.7432      -795.985      
11            11            -719.676      -85.3631      -805.039      
12            12            -787.558      -81.9972      -869.555      
13            13            -915.085      -82.861       -997.946      
14            14            -841.312      -76.9698      -918.282      
15            15            -847.311      -91.28        -938.591      
16            16            -882.924      -82.728       -965.652      
17            17            -829.852      -77.4511      -907.303      
18            18            -792.545      -80.6225      -873.167      
19            19            -769.819      -87.4832      -857.302      
20            20            -875.315      -82.0073      -957.322      
21            21            -884.881      -82.1135      -966.995      
22            22            -871.532      -77.2087      -948.741      
23            23            -865.23       -87.2211      -952.451      
24            24            -830.894      -79.8373      -910.731      
25            25            -884.562      -71.9361      -956.498      
26            26            -888.461      -84.1374      -972.598      
27            27            -863.456      -85.6364      -949.093      
28            28            -893.932      -85.3177      -979.249      
29            29            -861.504      -92.1582      -953.662      
30            30            -948.201      -82.5522      -1030.75      
31            31            -900.989      -88.6684      -989.657      
32            32            -821.223      -89.7699      -910.993      
33            33            -901.73       -86.6109      -988.34       
34            34            -922.713      -91.4589      -1014.17      
35            35            -852.794      -89.9292      -942.723      
36            36            -793.151      -92.5618      -885.713      
37            37            -859.269      -74.8493      -934.119      
38            38            -860.351      -90.8748      -951.226      
39            39            -912.351      -88.1574      -1000.51      
40            40            -953.817      -85.2905      -1039.11      
41            41            -876.102      -98.9766      -975.079      
42            42            -909.288      -93.865       -1003.15      
43            43            -933.239      -86.7884      -1020.03      
44            44            -914.467      -78.4176      -992.885      
45            45            -961.731      -87.5437      -1049.27      
46            46            -1083.29      -106.801      -1190.09      
47            47            -947.612      -91.8471      -1039.46      
48            48            -953.444      -102.736      -1056.18      
49            49            -1016.99      -95.7799      -1112.77      
50            50            -902.719      -102.693      -1005.41      
51            51            -943.41       -94.2602      -1037.67      
52            52            -920.386      -87.6785      -1008.06      
53            53            -1013.53      -85.3626      -1098.89      
54            54            -903.255      -91.049       -994.304      
55            55            -931.498      -95.5348      -1027.03      
56            56            -900.507      -84.6343      -985.142      
57            57            -946.042      -79.4716      -1025.51      
58            58            -833.058      -99.2336      -932.291      
59            59            -853.497      -102.183      -955.68       
60            60            -843.552      -83.0462      -926.599      
61            61            -935.917      -94.3438      -1030.26      
62            62            -959.033      -83.0562      -1042.09      
63            63            -979.223      -91.1574      -1070.38      
64            64            -948.082      -88.7231      -1036.81      
65            65            -964.061      -82.9871      -1047.05      
66            66            -1021.41      -83.5294      -1104.94      
67            67            -997.439      -92.1299      -1089.57      
68            68            -1036.45      -82.6641      -1119.12      
69            69            -1006.15      -88.1403      -1094.29      
70            70            -970.024      -100.284      -1070.31      
71            71            -971.428      -95.4073      -1066.84      
72            72            -932.548      -88.698       -1021.25      
73            73            -1001.27      -83.441       -1084.71      
74            74            -972.861      -93.089       -1065.95      
75            75            -922.086      -74.5765      -996.662      
76            76            -913.874      -91.7854      -1005.66      
77            77            -943.761      -86.0107      -1029.77      
78            78            -894.207      -94.3069      -988.514      
79            79            -995.965      -85.291       -1081.26      
80            80            -899.517      -83.9458      -983.463      
81            81            -949.459      -90.9928      -1040.45      
82            82            -890.608      -83.8997      -974.508      
83            83            -889.438      -84.5861      -974.024      
84            84            -870.068      -85.2952      -955.363      
85            85            -914.758      -89.6923      -1004.45      
86            86            -969.441      -68.0433      -1037.48      
87            87            -1033.97      -94.8081      -1128.78      
88            88            -997.063      -96.8974      -1093.96      
89            89            -1018.39      -87.5689      -1105.96      
90            90            -1059.1       -85.4787      -1144.58      
91            91            -1001.39      -81.3982      -1082.79      
92            92            -1064.77      -78.6091      -1143.38      
93            93            -976.827      -82.3522      -1059.18      
94            94            -960.865      -85.0354      -1045.9       
95            95            -896.47       -80.5336      -977.004      
96            96            -964.923      -83.7285      -1048.65      
97            97            -957.103      -83.3328      -1040.44      
98            98            -967.845      -85.5425      -1053.39      
99            99            -951.617      -92.0995      -1043.72      
100           100           -995.318      -82.5013      -1077.82      
101           101           -984.375      -91.4317      -1075.81      
102           102           -890.654      -94.4655      -985.119      
103           103           -998.914      -80.5382      -1079.45      
104           104           -1011.59      -91.7409      -1103.33      
105           105           -1040         -87.9524      -1127.95      
106           106           -1017.94      -88.3463      -1106.28      
107           107           -1032.52      -88.0158      -1120.54      
108           108           -1028.04      -87.6099      -1115.65      
109           109           -975.288      -85.5371      -1060.82      
110           110           -997.167      -83.1389      -1080.31      
111           111           -1069.42      -66.4973      -1135.92      
112           112           -1003.46      -77.2308      -1080.69      
113           113           -997.528      -76.1893      -1073.72      
114           114           -1058.02      -81.3717      -1139.39      
115           115           -1013.95      -76.9029      -1090.85      
116           116           -1034.18      -86.0091      -1120.19      
117           117           -998.773      -77.5507      -1076.32      
118           118           -955.049      -85.0299      -1040.08      
119           119           -1089.65      -82.4012      -1172.05      
120           120           -1045.95      -81.197       -1127.15      
121           121           -1059.09      -78.6727      -1137.76      
122           122           -1075.38      -83.0364      -1158.41      
123           123           -1116.53      -81.5143      -1198.04      
124           124           -1164.19      -70.3218      -1234.51      
125           125           -1236.68      -71.6928      -1308.37      
126           126           -1194.39      -76.4272      -1270.82      
127           127           -1180.26      -75.4932      -1255.76      
128           128           -1152.99      -70.3714      -1223.36      
129           129           -1229.53      -83.8524      -1313.38      
130           130           -1264.5       -62.7685      -1327.27      
131           131           -1193.89      -76.1401      -1270.03      
132           132           -1179.66      -97.5205      -1277.18      
133           133           -1137.59      -82.181       -1219.77      
134           134           -1254.36      -79.7999      -1334.16      
135           135           -1184.73      -68.1425      -1252.87      
136           136           -1226.06      -76.2408      -1302.3       
137           137           -1178.41      -80.7486      -1259.16      
138           138           -1297.03      -74.0775      -1371.11      
139           139           -1102.91      -82.5123      -1185.42      
140           140           -1142.44      -78.9703      -1221.41      
141           141           -1152.1       -83.2946      -1235.39      
142           142           -1144.47      -88.9017      -1233.37      
143           143           -1151.54      -83.1526      -1234.7       
144           144           -1278.12      -85.9562      -1364.08      
145           145           -1299.41      -85.3305      -1384.74      
146           146           -1288.64      -78.0644      -1366.7       
147           147           -1256.14      -85.664       -1341.8       
148           148           -1225.01      -85.4524      -1310.46      
149           149           -1207.77      -82.7781      -1290.55      
150           150           -1225.04      -92.3875      -1317.42      
