Frame,RMSD of the whole system (alignment on cores),RMSD of tubulin core A (alignement on tubulin core A),RMSD of tubulin core B (alignement on tubulin core B),RMSD of tubulin core C (alignement on tubulin core C),RMSD of all cores (alignement on cores),"RMSD of CTT A (beta chain, alignment on core A)","RMSD of CTT B (beta chain, alignment on core B)","RMSD of CTT C (beta chain, alignment on core C)",RMSD of R2 (alignment on R2)
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
1.0,1.1634719569973522,1.1416864261784994,0.9746064149573312,1.0079017268565402,1.3905989974260766,2.5486524820406293,2.812945957374606,2.6641151497968876,-1.0
2.0,1.4855828396280082,1.237352002752199,1.2043328857274171,1.1000083627061588,1.5968717104995347,4.785364196963178,4.173568478725767,4.160024323729356,-1.0
3.0,1.5893077449608406,1.3013374936290976,1.2687752855881376,1.2136926335704497,1.7004684846600282,4.565963620999448,5.307218594143778,4.598861288103297,-1.0
4.0,1.7669052614719336,1.2704050704156085,1.2756108342865131,1.3444477274988642,1.766339450650685,5.622636557260625,6.767741399143523,5.468969716385591,-1.0
5.0,1.8083299645553015,1.341304089290226,1.3983535789673192,1.3211219647535646,1.8899597975231228,6.5459090844760155,7.169644711691867,3.9785338535197665,-1.0
6.0,1.9753160495388251,1.4195066811444559,1.2437303129454633,1.2972434681436071,1.8419659634436025,8.362229253347143,7.333258122479383,5.308511741041826,-1.0
7.0,2.0601811684393314,1.6063254880435074,1.2812563140913393,1.4128542809751343,1.9459482136748891,8.663174880162197,6.359176759057691,5.672785154986429,-1.0
8.0,2.31773847519161,1.703096884336213,1.2422350485852574,1.4958663765916755,1.9612430685998445,10.18816929789414,8.622360417783074,6.409037760869425,-1.0
9.0,2.3341984782527567,1.925652350515979,1.2914955411872329,1.5374094018085889,2.0324929609638227,9.75896729230817,8.619127495681397,5.913753526054805,-1.0
10.0,2.525429217163105,1.884942011492809,1.3716155945400001,1.6625209087620911,2.1184068366179862,10.085208504612915,9.483603049025055,8.037262539476318,-1.0
11.0,2.622222971813763,1.8584719123091227,1.4557253474943859,1.611040836599238,2.1224295062090803,11.491017088133622,8.932425923600922,8.273852336857066,-1.0
12.0,3.104813766926511,1.9879689177607003,1.4012339470717767,1.7841409359920435,2.1663290728741895,15.371522868708318,9.96439352432902,9.709414566965261,-1.0
13.0,3.2026615522917674,1.7280037330487823,1.4767222509396616,1.7910382587160647,2.1888941988779336,16.768545084454438,10.50095279794568,9.562622409923108,-1.0
14.0,3.448478664444933,1.937749748654197,1.6115364220357593,1.8917928607041352,2.286143699041108,17.603870012131328,11.350855101000251,10.843815111308578,-1.0
15.0,3.5493723214731414,1.917072929610365,1.6352418397402975,1.7708745117394977,2.2594354504796827,17.740783397018937,10.54487285653921,13.050573548486165,-1.0
16.0,3.6678588634998,1.959464954223347,1.6255253041859534,1.8713844051026531,2.3075366572056635,17.763181341254683,11.298618920239663,14.155245399852117,-1.0
17.0,3.5167980588291385,1.8084817817495509,1.5978207596246115,1.9314325409844613,2.2866153421019093,18.100917236421534,9.936311048997696,12.240927998255746,-1.0
18.0,3.74205539758861,1.8436265700530672,1.4892465656752498,1.7826377310990156,2.1964454328024137,18.247182014562664,13.447302156796049,14.394486771713932,-1.0
19.0,3.644342699963215,1.988569660583898,1.449156763197214,1.8225922926798337,2.22948386105214,16.794040407815007,12.556812924457518,14.803549210717033,-1.0
20.0,3.8940918435609144,2.2389814088209636,1.490815979379007,2.276458507792868,2.43081269929432,18.717235093541007,10.916811026477353,14.964520096333144,-1.0
21.0,3.8249049214066533,1.9996749590976541,1.4337681145063559,2.1148821923104464,2.3222899901600926,17.329899106046177,10.218811472178137,16.896792856674832,-1.0
22.0,3.8549236933875393,2.096067256603733,1.4604415509056234,2.028343875393555,2.3371173065909034,17.64769854642302,12.06273728204824,16.22843622652374,-1.0
23.0,3.8980007064750417,2.3703625576146305,1.6036050905408243,2.143971505771865,2.4431550053583586,17.555678824647668,10.610079939984246,16.265059435329157,-1.0
24.0,3.870409984829334,2.587913278380054,1.5808812128057264,2.299277637419881,2.507785457811639,16.30818280199759,10.20857857487922,16.392311045570644,-1.0
25.0,3.9470404494267406,2.385687735611418,1.5501171978764787,2.0434122897948,2.380631742917382,18.01618010296984,8.848573900139657,17.256912761744267,-1.0
26.0,3.9598911768105283,2.3914256040906197,1.6105828550845207,2.1078714257983604,2.4266327156204017,18.226169215365324,7.62214983008965,17.26255197372388,-1.0
27.0,4.118162812146479,2.748670640813413,1.5624759987885122,2.4266688701854258,2.5849973914790807,17.77319199794614,9.138058707677791,17.812898297764523,-1.0
28.0,4.236649633074763,2.5963534110615005,1.3841545104609667,2.5900139653333363,2.5862752650796113,18.457685645310082,11.17164272528031,18.335830359119246,-1.0
29.0,4.111036243379801,2.3625358372646716,1.545477410170762,2.156576849818614,2.4408450308853613,18.686154840083667,10.309072057208702,18.084037856262203,-1.0
30.0,4.451335399109349,2.5925499613981255,1.6733533846439854,2.3334053602524563,2.5537614394805015,19.998828994391502,12.467837710256939,19.3192934223945,-1.0
31.0,4.627904615621482,2.7937350404524164,1.704345589213342,2.6022456534076044,2.691949133222694,20.78035448198629,10.01553391030345,20.419051794098134,-1.0
32.0,4.65675217307436,2.7334402066167027,1.6997851371043196,2.79990059957584,2.7750528005390422,20.889022836962706,9.895957767971593,20.396734765927008,-1.0
33.0,4.784625639525447,2.5866133881257003,1.8405153074232792,2.9037564228141175,2.8486363140766477,20.73944965699303,8.684477308010152,22.297384451482078,-1.0
34.0,4.80290134053566,2.6473194307839507,1.6653119610361018,2.6509639918932684,2.710436096877004,22.28878716425222,7.600192703650245,21.92633763316397,-1.0
35.0,5.072447013494164,3.0509870443579614,1.6153684644049076,2.827048466758733,2.817565493290011,22.684761800875393,7.547895544116329,23.646903214892454,-1.0
36.0,5.261965461098858,3.180488749116303,1.5590921947070033,2.898934368683792,2.8404466055830664,25.098029585173407,9.001107083449376,22.885341201941493,-1.0
37.0,5.320922371882708,3.0345061869021968,1.8582016183788332,2.782600106829553,2.850619924345103,26.194882813149203,10.400951332505695,22.30803747302663,-1.0
38.0,5.229600670767231,3.07756838677155,1.67004957613689,2.8807103932832328,2.8324025001476043,25.64460120579287,8.870204304946895,22.01794293858783,-1.0
39.0,5.146464433087426,3.1965565741092266,1.6337623621968378,3.0927946872914984,2.9649539338950155,23.867853100955784,8.873381617330736,22.1310733031018,-1.0
40.0,4.89670799261342,3.2849679902577873,1.6289296339894028,2.8951302716224134,2.9126113521046584,21.177122929599484,9.964156679805862,21.64702451440814,-1.0
41.0,4.827176214879953,3.1673208549305354,1.6188149518494692,2.9844761942491087,2.938865878563154,19.456128923993468,10.127929006628941,22.430261123181474,-1.0
42.0,4.837403324866104,3.0234457296803035,1.6815037649702542,2.9796361894975116,2.9351394904810064,19.159318235013217,10.975360606102186,22.875211568236878,-1.0
43.0,5.158983223544736,3.1039882527914964,1.5703963210144511,2.8953791485609335,2.871217588398876,21.577391613049134,9.724180876199396,25.06242616982427,-1.0
44.0,5.058689899993391,2.771292989036684,1.8994962162886468,2.7310752927285002,2.849997815708653,19.57852271871068,9.178001358697436,26.234612901186075,-1.0
45.0,4.913484463108274,2.810524148608522,1.5405181304936357,2.4400213760318548,2.6367154881942736,18.156179743939923,9.830019132649063,26.434676356908156,-1.0
46.0,4.8699074465939525,2.614291231654694,1.8802114310026583,2.575854575873149,2.7674297815605677,17.502750609336378,10.6597227031024,25.96482041119524,-1.0
47.0,4.8663150340236205,2.7368167586235312,1.836734262001419,2.8034192054800564,2.8622047101890837,16.385207458972378,10.348666530146412,26.130935114025043,-1.0
48.0,4.544829660188349,2.4854049004294496,1.5727685853713111,2.2568031268449276,2.529225093971744,16.817805573690478,11.064488430683507,24.041299715383595,-1.0
49.0,4.6589220747238365,2.436815082525488,1.6003779961386364,2.463378332867157,2.6016643563130457,16.214201634995995,11.68839766551312,25.20289122437986,-1.0
50.0,4.654107605021733,2.5013211960938633,1.6747521491597654,2.404517271337217,2.6134114048732346,16.845246022882403,14.334431726954351,23.869284592319207,-1.0
51.0,4.59729847361645,2.3415149268215543,1.6937607027430532,2.448057963258529,2.620580100704138,17.239614916574613,11.517021651220498,23.967319930707703,-1.0
52.0,4.602657521864523,2.721081975591298,1.7045934545043897,2.5797307434289283,2.7094182186772775,15.88551098063149,8.862205047340991,24.578735849727316,-1.0
53.0,4.695445247331609,2.7785524360617138,1.7152876959207823,2.615752995306529,2.7655531498208457,16.535945449889915,8.38463553393779,25.03591224293242,-1.0
54.0,4.793903988458039,2.300882606202872,1.8210176624993082,2.7127128927509885,2.7780481536783785,17.48639417199884,10.77066185123235,25.502933023577878,-1.0
55.0,4.747962199434448,2.396410636545362,1.6891538931259549,2.689036235852089,2.73749846859878,18.013615595892244,10.12479329308911,24.835203696224443,-1.0
56.0,4.727793153896018,2.471111236852167,1.6034186319888173,2.4327353487093304,2.612891257264706,17.901408342363652,10.156814286325165,25.136291155867628,-1.0
57.0,4.929720978202853,2.4626748071836633,1.5160257053156712,2.5653224110707367,2.6672845576652615,19.660654418811962,10.028312613264767,25.921074073831637,-1.0
58.0,5.010532336218768,2.5392443145644075,1.7284188979017525,2.4307700082993007,2.659193711822198,19.68603263530937,9.975015511726935,26.638776701929615,-1.0
59.0,5.0306099596249245,2.60480027412743,1.4931445943336268,2.5905279211563603,2.6634728377550876,19.90441936298803,9.471074195208763,26.669113401056492,-1.0
60.0,5.263121603210656,2.574349356468994,1.6635825641919104,2.4342700501521772,2.6492521615715297,20.82028778690204,7.391998748637715,28.910659809288322,-1.0
61.0,5.017285895849916,2.2777647314990648,1.603181840434053,2.246603272424009,2.5375266154509637,19.17054106005668,9.162853144616976,28.063985830745704,-1.0
62.0,5.213506011915875,2.47093186192034,1.6182025206352775,2.3746553213259944,2.6093269747553807,20.666510279636075,9.396660147694549,28.492694863652165,-1.0
63.0,5.003829449799218,2.6720117190049453,1.5525691597927151,2.269452242583849,2.580229684689129,19.329771407427934,8.083903690966029,27.38379655020353,-1.0
64.0,5.132548177901028,2.3848368648358917,1.6369960660738965,2.1097396287448933,2.500131869119399,21.619983544021945,7.0141151651646085,27.795045026379608,-1.0
65.0,4.603317963649017,2.6576329958522455,1.8793747976470883,2.2597271310081495,2.6300460195142703,17.40071748142773,6.339538967810415,24.43273530882108,-1.0
66.0,4.702655532515372,2.8778180407583025,1.7333803120737024,2.800964023991428,2.8528728199284608,18.059736996305052,6.102343180219835,23.800543504395886,-1.0
67.0,4.755238926733846,2.6823330544396313,1.8196072019817329,2.9177846995517505,2.923199316164441,17.930600092155018,6.510365646481985,24.464019377987007,-1.0
68.0,4.484483647784924,2.695099188573785,1.5091220386488828,2.6933148605241297,2.742299872781271,17.30588970445943,7.006929900948591,22.695590528385825,-1.0
69.0,4.46269189855825,2.3447151246305493,1.6086525565328167,2.4247458096861854,2.6144320664628085,16.47749341192098,6.945976153233681,24.14651222671963,-1.0
70.0,4.376362944949656,2.3668534001440475,1.6370789621473312,2.550115827125196,2.676912283077604,15.651891522475841,7.809877183993186,23.336552949981517,-1.0
71.0,4.259854001704949,2.513133094163363,1.43204805873519,2.7084822640206077,2.688219988312372,15.107497683854321,6.805797231099578,22.26828881677627,-1.0
