Frame         Time          Elec          VdW           Total         
0             0             -1316.98      -87.991       -1404.97      
1             1             -1259.09      -105.148      -1364.24      
2             2             -1187.91      -89.6566      -1277.57      
3             3             -1276.07      -93.2999      -1369.37      
4             4             -1382.64      -94.258       -1476.9       
5             5             -1354.73      -94.7553      -1449.49      
6             6             -1381.25      -89.2309      -1470.48      
7             7             -1415.38      -93.8783      -1509.26      
8             8             -1371.54      -91.6494      -1463.19      
9             9             -1420.01      -90.6316      -1510.64      
10            10            -1412.02      -88.1813      -1500.2       
11            11            -1455.21      -72.4959      -1527.71      
12            12            -1411.53      -90.3085      -1501.84      
13            13            -1384.93      -97.6013      -1482.54      
14            14            -1411.79      -78.3386      -1490.13      
15            15            -1438.05      -80.2953      -1518.35      
16            16            -1396.39      -77.0333      -1473.42      
17            17            -1452.35      -71.237       -1523.58      
18            18            -1468.63      -82.5807      -1551.21      
19            19            -1436.9       -78.4503      -1515.35      
20            20            -1331.25      -82.3122      -1413.56      
21            21            -1365.33      -71.8979      -1437.23      
22            22            -1355.07      -83.2429      -1438.31      
23            23            -1309.28      -83.737       -1393.01      
24            24            -1351.63      -93.5685      -1445.2       
25            25            -1269.58      -105.892      -1375.47      
26            26            -1242.06      -99.5195      -1341.58      
27            27            -1242.92      -100.249      -1343.17      
28            28            -1283.31      -91.9014      -1375.21      
29            29            -1245.73      -90.8272      -1336.55      
30            30            -1356.67      -90.2298      -1446.9       
31            31            -1399.37      -93.6039      -1492.97      
32            32            -1322.3       -90.0927      -1412.39      
33            33            -1252.36      -102.898      -1355.26      
34            34            -1196.65      -103.67       -1300.32      
35            35            -1237.64      -95.6654      -1333.3       
36            36            -1232.54      -95.9245      -1328.46      
37            37            -1266.75      -83.2635      -1350.02      
38            38            -1235.77      -84.3278      -1320.09      
39            39            -1229.19      -83.2444      -1312.44      
40            40            -1308.4       -70.4253      -1378.83      
41            41            -1294.31      -64.5985      -1358.9       
42            42            -1256.01      -80.9444      -1336.96      
43            43            -1302.41      -83.7488      -1386.15      
44            44            -1307.03      -82.3961      -1389.42      
45            45            -1310.36      -77.8747      -1388.23      
46            46            -1323.72      -65.5255      -1389.25      
47            47            -1287.25      -78.0948      -1365.34      
48            48            -1291.64      -92.1602      -1383.8       
49            49            -1347.56      -70.9374      -1418.5       
50            50            -1192.09      -78.1226      -1270.21      
51            51            -1310.84      -77.7381      -1388.58      
52            52            -1313.61      -82.4466      -1396.06      
53            53            -1298.81      -71.6417      -1370.45      
54            54            -1297.1       -82.2533      -1379.35      
55            55            -1250.27      -89.0276      -1339.3       
56            56            -1294.87      -92.9953      -1387.86      
57            57            -1306.87      -87.2545      -1394.12      
58            58            -1425.12      -79.3009      -1504.42      
59            59            -1396.96      -83.0668      -1480.03      
60            60            -1419.32      -87.262       -1506.58      
61            61            -1397.32      -91.3669      -1488.69      
62            62            -1348.61      -81.3619      -1429.98      
63            63            -1400.53      -94.7286      -1495.26      
64            64            -1336.18      -80.6421      -1416.82      
65            65            -1399.6       -81.9401      -1481.54      
